Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_SEQ_FEATURE	DISULFID:Interchain	11	2.70935960591133	8.065001445969174E-4	BCHE, SRXN1, GDF15, FGL1, GSR, HP, TXNIP, INHBB, ABAT, INHBC, HSP90B1	379	90	11328	3.653122251539138	0.640504919335494	0.20452843666977824	0.20420583661193947
GOTERM_BP_DIRECT	GO:0006635~fatty acid beta-oxidation	8	1.9704433497536946	8.183184956561195E-4	ABCD2, ABCD3, CPT2, ECH1, CROT, ACADM, CRAT, ACAT1	388	46	11449	5.131779471089198	0.8405842648714565	0.0834312902616671	0.08268736435652517
GOTERM_MF_DIRECT	GO:0030170~pyridoxal phosphate binding	8	1.9704433497536946	8.203152044952366E-4	SRR, DDC, SDS, CBS, GLDC, KYAT3, ABAT, ETNPPL	385	46	11355	5.129305477131563	0.4627186799993863	0.03449881165571634	0.0336329233843047
SMART	SM00338:BRLZ	7	1.7241379310344827	8.725685267325683E-4	JUN, MAFB, DDIT3, CEBPG, ATF6, JUNB, NFE2L2	170	41	6044	6.070014347202296	0.13565437034968075	0.1457189439643389	0.1457189439643389
GOTERM_BP_DIRECT	GO:0006520~amino acid metabolic process	6	1.477832512315271	8.744478775968272E-4	SRR, DDC, SDS, HGD, GLDC, KYAT3	388	23	11449	7.697669206633797	0.8594574030301791	0.08527767780216015	0.0845172883433803
UP_KW_DOMAIN	KW-0676~Redox-active center	8	1.9704433497536946	9.254995353210909E-4	PDIA3, ERO1B, PRDX4, GLRX5, GSR, CRELD2, PDIA6, PDIA4	268	46	7714	5.005840363400389	0.023786659556451206	0.012031493959174182	0.012031493959174182
GOTERM_MF_DIRECT	GO:0016790~thiolester hydrolase activity	5	1.2315270935960592	9.842905846881292E-4	ALDH6A1, ACNAT2, ACNAT1, ACOT4, ACOT3	385	14	11355	10.53339517625232	0.5254911048744507	0.039216209084679675	0.038231918499991545
UP_KW_BIOLOGICAL_PROCESS	KW-0834~Unfolded protein response	7	1.7241379310344827	0.0010017285659885142	DNAJC3, EDEM1, DDIT3, UBXN4, ATF6, HERPUD1, MANF	213	38	6830	5.906844576229306	0.09081975031522382	0.031721404589636286	0.031721404589636286
KEGG_PATHWAY	mmu05014:Amyotrophic lateral sclerosis	26	6.403940886699508	0.0010381282362079635	VCP, PSMD11, ACTB, ACTG1, ATP5F1A, TUBB5, PSMD2, PSMD3, PSMD1, UBQLN2, RANBP2, HNRNPA3, HSPA5, SIGMAR1, ADRM1, NDUFC2, TUBB4B, TUBA4A, PSMC4, NDUFS5, DDIT3, PSMC1, NDUFS4, PSMC2, ATF6, SQSTM1	247	289	5496	2.001821161901293	0.26161573059900267	0.030313344497272535	0.029171403437443774
GOTERM_BP_DIRECT	GO:0001889~liver development	12	2.955665024630542	0.0011245208096587163	ERRFI1, JUN, UGT1A1, ONECUT2, HGF, CEBPG, HMBS, HP, LSR, HMGCS2, ACADM, ACAT1	388	109	11449	3.248557646836281	0.9198391012429379	0.10509584066935419	0.1041587399946386
UP_SEQ_FEATURE	DOMAIN:Acyl-CoA thioester hydrolase/bile acid-CoA amino acid N-acetyltransferase	4	0.9852216748768473	0.0011672562933034475	ACNAT2, ACNAT1, ACOT4, ACOT3	379	7	11328	17.079532604598565	0.7725774344215404	0.2466801633181286	0.24629107788702742
GOTERM_BP_DIRECT	GO:0002933~lipid hydroxylation	4	0.9852216748768473	0.0012119373658798312	CYP2C69, CYP2C68, CYP2C54, CYP2E1	388	7	11449	16.86156111929308	0.9341268327551422	0.10873502046673846	0.10776547057403459
INTERPRO	IPR036188:FAD/NAD-bd_sf	8	1.9704433497536946	0.001271548565602782	DMGDH, MAOB, RETSAT, GSR, FMO1, FMO2, FMO3, PCYOX1	388	50	11584	4.776907216494845	0.8156581459459611	0.2208585979221244	0.22019386173575234
KEGG_PATHWAY	mmu04750:Inflammatory mediator regulation of TRP channels	12	2.955665024630542	0.0013032422141730751	CYP2C37, CYP2C69, CYP2C68, ASIC5, CYP2J6, CYP2C54, CYP4A10, CYP2C50, CYP4A14, CYP2C29, CYP2C39, CYP2C38	247	85	5496	3.141319361752798	0.3166819861149426	0.034595156958048906	0.03329191474387583
GOTERM_MF_DIRECT	GO:0016597~amino acid binding	6	1.477832512315271	0.0013085426514930062	DDC, DDAH1, DPYS, GFPT1, FMO3, MAT1A	385	25	11355	7.0784415584415585	0.6288746684589475	0.04952833935901029	0.04828522384009193
GOTERM_CC_DIRECT	GO:0070160~tight junction	6	1.477832512315271	0.001445675939341033	ILDR2, LSR, CLDN2, ACTB, JAM2, ACTG1	386	26	11609	6.9404145077720205	0.4377424898635246	0.04109850170412365	0.039652825764782615
UP_KW_CELLULAR_COMPONENT	KW-0647~Proteasome	8	1.9704433497536946	0.0014980695667777795	PSMD11, PSMC4, PSMD2, PSMC1, ADRM1, PSMD3, PSMC2, PSMD1	358	50	10380	4.6391061452513975	0.05961593238067986	0.010236808706314826	0.008988417400666677
GOTERM_MF_DIRECT	GO:0051787~misfolded protein binding	5	1.2315270935960592	0.0016961299714075802	DNAJC3, SDF2L1, HSPA5, EDEM1, DNAJB11	385	16	11355	9.21672077922078	0.7233661564086786	0.061141447064549444	0.05960685328089497
GOTERM_CC_DIRECT	GO:0036513~Derlin-1 retrotranslocation complex	4	0.9852216748768473	0.0017898184905090805	VCP, SELENOS, SEL1L, SYVN1	386	8	11609	15.037564766839377	0.509821666169735	0.04748985061484094	0.045819353357032466
INTERPRO	IPR042490:Thio_Ohase/BAAT_N	4	0.9852216748768473	0.001828024512523227	ACNAT2, ACNAT1, ACOT4, ACOT3	388	8	11584	14.927835051546392	0.9121098754342656	0.2208585979221244	0.22019386173575234
INTERPRO	IPR016662:Acyl-CoA_thioEstase_long-chain	4	0.9852216748768473	0.001828024512523227	ACNAT2, ACNAT1, ACOT4, ACOT3	388	8	11584	14.927835051546392	0.9121098754342656	0.2208585979221244	0.22019386173575234
INTERPRO	IPR014940:BAAT_C	4	0.9852216748768473	0.001828024512523227	ACNAT2, ACNAT1, ACOT4, ACOT3	388	8	11584	14.927835051546392	0.9121098754342656	0.2208585979221244	0.22019386173575234
INTERPRO	IPR006862:Thio_Ohase/aa_AcTrfase	4	0.9852216748768473	0.001828024512523227	ACNAT2, ACNAT1, ACOT4, ACOT3	388	8	11584	14.927835051546392	0.9121098754342656	0.2208585979221244	0.22019386173575234
GOTERM_MF_DIRECT	GO:0008404~arachidonate 14,15-epoxygenase activity	4	0.9852216748768473	0.0018930476886814243	CYP2J6, CYP2C29, CYP2C39, CYP2C38	385	8	11355	14.746753246753247	0.7617405846333258	0.06513805001508355	0.06350314519304051
GOTERM_BP_DIRECT	GO:0030968~endoplasmic reticulum unfolded protein response	8	1.9704433497536946	0.0019247805236983057	DNAJC3, SELENOS, HSPA5, DERL3, DDIT3, ATF6, HERPUD1, NFE2L2	388	53	11449	4.453997276794398	0.9867192938809669	0.16604933517905	0.16456873477620515
UP_KW_BIOLOGICAL_PROCESS	KW-0753~Steroid metabolism	9	2.2167487684729066	0.001955895841986975	CYP39A1, IDI1, MTTP, AKR1D1, LCAT, SCAP, HMGCS2, VLDLR, APOB	213	74	6830	3.899885801294252	0.16971980837131762	0.04645252624719066	0.04645252624719066
KEGG_PATHWAY	mmu00430:Taurine and hypotaurine metabolism	5	1.2315270935960592	0.0020333852197463543	FMO1, FMO2, FMO3, ACNAT2, ACNAT1	247	13	5496	8.55808159451884	0.44808043749729964	0.04589193704004313	0.044163131192644256
KEGG_PATHWAY	mmu05012:Parkinson disease	21	5.172413793103448	0.0020431341832895917	PSMD11, MAOB, HSPA5, ADRM1, NDUFC2, TUBB4B, TUBA4A, ATP5F1A, TUBB5, UBB, PSMC4, PSMD2, NDUFS5, PSMC1, DDIT3, NDUFS4, PSMD3, PSMC2, PSMD1, ATF6, NFE2L2	247	222	5496	2.104825473246526	0.4496525511020111	0.04589193704004313	0.044163131192644256
GOTERM_CC_DIRECT	GO:0008021~synaptic vesicle	13	3.201970443349754	0.002385090150366885	DDC, MTMR2, PSMD11, ADRM1, SLC40A1, CLCN5, PSMC4, PSMD2, PSMC1, PSMD3, PSMC2, PSMD1, WDR7	386	140	11609	2.792690599555885	0.6134135358775967	0.05932911749037627	0.05724216360880524
UP_SEQ_FEATURE	REGION:Basic motif	7	1.7241379310344827	0.0028451024453095574	JUN, MAFB, DDIT3, CEBPG, ATF6, JUNB, NFE2L2	379	43	11328	4.865680800147266	0.9730219481204078	0.5064533585058646	0.5056545361738364
UP_KW_LIGAND	KW-0663~Pyridoxal phosphate	8	1.9704433497536946	0.002888173388434158	SRR, DDC, SDS, CBS, GLDC, KYAT3, ABAT, ETNPPL	183	49	4586	4.091446414631426	0.08311256359949659	0.01444086694217079	0.013959504710765097
KEGG_PATHWAY	mmu03050:Proteasome	8	1.9704433497536946	0.003060308190891089	PSMD11, PSMC4, PSMD2, PSMC1, ADRM1, PSMD3, PSMC2, PSMD1	247	44	5496	4.0456385719543615	0.5913842899458106	0.06382928512429985	0.06142475726002829
UP_SEQ_FEATURE	DOMAIN:bZIP	7	1.7241379310344827	0.003203588292906498	JUN, MAFB, DDIT3, CEBPG, ATF6, JUNB, NFE2L2	379	44	11328	4.755097145598465	0.9828998939456864	0.5064533585058646	0.5056545361738364
INTERPRO	IPR046347:bZIP_sf	7	1.7241379310344827	0.0032240653810889216	JUN, MAFB, DDIT3, CEBPG, ATF6, JUNB, NFE2L2	388	44	11584	4.749765698219306	0.9863184214689735	0.3100304117950832	0.30909728790706187
INTERPRO	IPR004827:bZIP	7	1.7241379310344827	0.0032240653810889216	JUN, MAFB, DDIT3, CEBPG, ATF6, JUNB, NFE2L2	388	44	11584	4.749765698219306	0.9863184214689735	0.3100304117950832	0.30909728790706187
INTERPRO	IPR008068:Cyt_P450_E_grp-I_CYP2B-like	3	0.7389162561576355	0.003265933608074616	CYP2B9, CYP2B10, CYP2C29	388	3	11584	29.855670103092788	0.9870612553318078	0.3100304117950832	0.30909728790706187
GOTERM_MF_DIRECT	GO:0008458~carnitine O-octanoyltransferase activity	3	0.7389162561576355	0.0033455101456704808	CPT2, CROT, CRAT	385	3	11355	29.493506493506494	0.9208805853817255	0.11011092088141539	0.10734723858716587
GOTERM_BP_DIRECT	GO:0006869~lipid transport	10	2.4630541871921183	0.00356819091358363	ABCC3, ABCG8, ABCD3, ABCC2, MTTP, SIGMAR1, LBP, VLDLR, TEX2, APOB	388	91	11449	3.2426079075563607	0.9996704443083654	0.2964241562654845	0.29378105188505216
UP_SEQ_FEATURE	DISULFID:Redox-active	7	1.7241379310344827	0.0035947004941267995	PDIA3, ERO1B, GSR, MAGT1, CRELD2, PDIA6, PDIA4	379	45	11328	4.649428320140721	0.989603565615177	0.5064533585058646	0.5056545361738364
GOTERM_CC_DIRECT	GO:0005838~proteasome regulatory particle	4	0.9852216748768473	0.0036499761807900896	PSMD11, PSMD2, PSMC1, PSMD3	386	10	11609	12.030051813471504	0.7666808760074912	0.08545238352673268	0.08244652078961144
GOTERM_BP_DIRECT	GO:0009617~response to bacterium	12	2.955665024630542	0.004284598450027412	C3, ABCD2, CYP2B10, GSTA2, CES1G, HP, AMY1, HMGCS2, CYP2E1, CYP3A25, OCIAD2, PRLR	388	129	11449	2.744905298489571	0.9999343387478542	0.34322694012183874	0.34016651265753345
GOTERM_BP_DIRECT	GO:0042632~cholesterol homeostasis	10	2.4630541871921183	0.004755568825733641	CYP39A1, ERRFI1, NUS1, ABCG8, LIPC, EPHX2, MTTP, LCAT, SLC37A4, APOB	388	95	11449	3.10607704829083	0.9999772781782621	0.3678186509007088	0.3645389482622719
GOTERM_MF_DIRECT	GO:0030234~enzyme regulator activity	5	1.2315270935960592	0.004880235862072774	PSMD2, PSMD3, RGN, PSMD1, MTMR9	385	21	11355	7.022263450834879	0.9753599621963589	0.1539307728162121	0.1500672527587378
COG_ONTOLOGY	Posttranslational modification, protein turnover, chaperones	12	2.955665024630542	0.005502095403923848	DNAJC3, PSMD11, SDF2L1, PSMC4, PSMD2, PSMC1, PSMC2, DNAJB11, SYVN1, UBE4A, PSMD1, IDE	69	100	1445	2.5130434782608693	0.08952960059460446	0.03726536975174957	0.034936284142265225
GOTERM_MF_DIRECT	GO:0008083~growth factor activity	8	1.9704433497536946	0.005665295279971518	GDF15, HGF, INHBB, FGF1, INHBC, AGT, MANF, FGF21	385	64	11355	3.686688311688312	0.9864426003115341	0.16910389682821106	0.16485954538866546
GOTERM_BP_DIRECT	GO:0050807~regulation of synapse organization	5	1.2315270935960592	0.005799108763563478	VCP, TUBB5, NEDD4L, ETV5, SEPTIN11	388	22	11449	6.706302717900655	0.9999978396991677	0.43358003188909605	0.4297139593800537
GOTERM_MF_DIRECT	GO:0005496~steroid binding	5	1.2315270935960592	0.005808059864641331	ESRRA, UGT1A1, SULT1E1, CYP3A13, SERPINA6	385	22	11355	6.703069657615113	0.9878389751421354	0.16910389682821106	0.16485954538866546
UP_SEQ_FEATURE	ACT_SITE:Charge relay system	11	2.70935960591133	0.006044163732859835	BCHE, C1RA, LIPC, ABHD2, CES1G, LCAT, ABHD17C, ACNAT2, ACNAT1, ACOT4, ACOT3	379	118	11328	2.786279683377309	0.9995413644167449	0.6320344828817557	0.6310375830664848
GOTERM_MF_DIRECT	GO:0052689~carboxylic ester hydrolase activity	6	1.477832512315271	0.006063515985469738	CES1B, LIPC, AADAC, CES1G, ACOT4, ACOT3	385	35	11355	5.056029684601113	0.9899888331896207	0.17000302225928118	0.1657361036028395
GOTERM_CC_DIRECT	GO:0033018~sarcoplasmic reticulum lumen	3	0.7389162561576355	0.006296469807654079	CALR, MANF, HSP90B1	386	4	11609	22.556347150259068	0.9190495239975867	0.13922194352479575	0.13432468922995366
UP_SEQ_FEATURE	DOMAIN:Tryptophan synthase beta chain-like PALP	3	0.7389162561576355	0.00637241308669667	SRR, SDS, CBS	379	4	11328	22.41688654353562	0.9996982992546872	0.6320344828817557	0.6310375830664848
UP_SEQ_FEATURE	DOMAIN:Choline/carnitine acyltransferase	3	0.7389162561576355	0.00637241308669667	CPT2, CROT, CRAT	379	4	11328	22.41688654353562	0.9996982992546872	0.6320344828817557	0.6310375830664848
INTERPRO	IPR039551:Cho/carn_acyl_trans	3	0.7389162561576355	0.006387516450664214	CPT2, CROT, CRAT	388	4	11584	22.39175257731959	0.9997998087130788	0.43195925377301314	0.43065915067663085
INTERPRO	IPR042231:Cho/carn_acyl_trans_2	3	0.7389162561576355	0.006387516450664214	CPT2, CROT, CRAT	388	4	11584	22.39175257731959	0.9997998087130788	0.43195925377301314	0.43065915067663085
INTERPRO	IPR008072:Cyt_P450_E_CYP3A	3	0.7389162561576355	0.006387516450664214	CYP3A13, CYP3A25, CYP3A59	388	4	11584	22.39175257731959	0.9997998087130788	0.43195925377301314	0.43065915067663085
INTERPRO	IPR042572:Carn_acyl_trans_N	3	0.7389162561576355	0.006387516450664214	CPT2, CROT, CRAT	388	4	11584	22.39175257731959	0.9997998087130788	0.43195925377301314	0.43065915067663085
INTERPRO	IPR000542:Carn_acyl_trans	3	0.7389162561576355	0.006387516450664214	CPT2, CROT, CRAT	388	4	11584	22.39175257731959	0.9997998087130788	0.43195925377301314	0.43065915067663085
UP_SEQ_FEATURE	DOMAIN:BZIP	6	1.477832512315271	0.006479848799260903	JUN, MAFB, DDIT3, CEBPG, ATF6, JUNB	379	36	11328	4.981530343007916	0.9997369547557267	0.6320344828817557	0.6310375830664848
INTERPRO	IPR008917:TF_DNA-bd_sf	4	0.9852216748768473	0.006500515481911409	JUN, MAFB, JUNB, NFE2L2	388	12	11584	9.951890034364261	0.9998278917533004	0.43195925377301314	0.43065915067663085
GOTERM_MF_DIRECT	GO:0101021~estrogen 2-hydroxylase activity	3	0.7389162561576355	0.006541350283514502	CYP2B9, CYP2B10, CYP3A13	385	4	11355	22.120129870129873	0.9930434309389977	0.17685007730787422	0.17241130390120368
COG_ONTOLOGY	Lipid metabolism	9	2.2167487684729066	0.006987256828453045	BCHE, CES1B, AADAC, EPHX2, ECH1, CES1G, NMT1, ACADM, ACAD10	69	62	1445	3.0399719495091166	0.11237000425911614	0.03726536975174957	0.034936284142265225
PIR_SUPERFAMILY	PIRSF016521:Acyl-CoA_hydro	4	0.9852216748768473	0.007191048217445269	ACNAT2, ACNAT1, ACOT4, ACOT3	74	8	1336	9.027027027027026	0.39223984797094114	0.49618232700372356	0.49618232700372356
UP_KW_BIOLOGICAL_PROCESS	KW-0153~Cholesterol metabolism	7	1.7241379310344827	0.00741979115099317	IDI1, MTTP, LCAT, SCAP, HMGCS2, VLDLR, APOB	213	56	6830	4.008215962441315	0.5071291953754833	0.14097603186887023	0.14097603186887023
GOTERM_MF_DIRECT	GO:0016746~acyltransferase activity	7	1.7241379310344827	0.0078760164111278	LIPC, CPT2, LCAT, HMGCS2, CROT, CRAT, ACAT1	385	52	11355	3.9702797202797204	0.997485666222801	0.2055911870077153	0.20043103832456263
GOTERM_BP_DIRECT	GO:0006511~ubiquitin-dependent protein catabolic process	16	3.9408866995073892	0.008108300642452524	UBE2H, VCP, PSMD11, EDEM1, SYVN1, UBR4, NEDD4L, UBE4A, UBR3, HERPUD1, RNF144B, HECTD1, PSMD3, PSMC2, SQSTM1, UBQLN2	388	221	11449	2.136306386154779	0.9999999882692454	0.5866747851942262	0.581443623489418
GOTERM_BP_DIRECT	GO:0061771~response to caloric restriction	4	0.9852216748768473	0.008513519673782263	NQO1, RARRES2, DDIT3, NFE2L2	388	13	11449	9.079302141157811	0.99999999530879	0.5967445196341755	0.5914235698380615
KEGG_PATHWAY	mmu04146:Peroxisome	10	2.4630541871921183	0.008975386659913242	ABCD2, ABCD3, EPHX2, ECH1, IDH2, HAO1, CROT, ACNAT2, ACNAT1, CRAT	247	80	5496	2.7813765182186234	0.928111945022192	0.17472086031297776	0.16813891009570808
GOTERM_BP_DIRECT	GO:0008210~estrogen metabolic process	5	1.2315270935960592	0.009260990718842808	CYP2C69, CYP2C68, UGT1A1, SULT1E1, CYP2C54	388	25	11449	5.901546391752577	0.9999999991357739	0.6294667327989217	0.6238540111511383
GOTERM_CC_DIRECT	GO:0012507~ER to Golgi transport vesicle membrane	5	1.2315270935960592	0.00998654370337678	SEC16A, GOSR2, SCAP, TMED7, SEC24D	386	26	11609	5.783678756476683	0.9815856311501636	0.1987322196971979	0.19174163910483416
GOTERM_CC_DIRECT	GO:0034364~high-density lipoprotein particle	5	1.2315270935960592	0.00998654370337678	LIPC, APOH, PON1, LCAT, APOB	386	26	11609	5.783678756476683	0.9815856311501636	0.1987322196971979	0.19174163910483416
UP_KW_BIOLOGICAL_PROCESS	KW-1207~Sterol metabolism	7	1.7241379310344827	0.010330577125739959	IDI1, MTTP, LCAT, SCAP, HMGCS2, VLDLR, APOB	213	60	6830	3.7410015649452273	0.6271239614627673	0.16356747115754935	0.16356747115754935
INTERPRO	IPR000960:Flavin_mOase	3	0.7389162561576355	0.010411249314630193	FMO1, FMO2, FMO3	388	5	11584	17.91340206185567	0.9999990893271333	0.5321750130439817	0.5305732823801925
INTERPRO	IPR020946:Flavin_mOase-like	3	0.7389162561576355	0.010411249314630193	FMO1, FMO2, FMO3	388	5	11584	17.91340206185567	0.9999990893271333	0.5321750130439817	0.5305732823801925
INTERPRO	IPR005788:PDI_thioredoxin-like_dom	3	0.7389162561576355	0.010411249314630193	PDIA3, PDIA6, PDIA4	388	5	11584	17.91340206185567	0.9999990893271333	0.5321750130439817	0.5305732823801925
INTERPRO	IPR050705:Cytochrome_P450_3A	3	0.7389162561576355	0.010411249314630193	CYP3A13, CYP3A25, CYP3A59	388	5	11584	17.91340206185567	0.9999990893271333	0.5321750130439817	0.5305732823801925
INTERPRO	IPR050346:FMO-like	3	0.7389162561576355	0.010411249314630193	FMO1, FMO2, FMO3	388	5	11584	17.91340206185567	0.9999990893271333	0.5321750130439817	0.5305732823801925
INTERPRO	IPR001926:TrpB-like_PALP	3	0.7389162561576355	0.010411249314630193	SRR, SDS, CBS	388	5	11584	17.91340206185567	0.9999990893271333	0.5321750130439817	0.5305732823801925
GOTERM_BP_DIRECT	GO:0035733~hepatic stellate cell activation	3	0.7389162561576355	0.01064973960221478	AKAP12, UGT1A1, GCLM	388	5	11449	17.704639175257732	0.9999999999628283	0.6641057680263525	0.658184182934722
GOTERM_BP_DIRECT	GO:0042180~ketone metabolic process	3	0.7389162561576355	0.01064973960221478	CYP2B9, CYP2B10, NMT1	388	5	11449	17.704639175257732	0.9999999999628283	0.6641057680263525	0.658184182934722
GOTERM_BP_DIRECT	GO:0001523~retinoid metabolic process	5	1.2315270935960592	0.01065885316493477	ADH4, RETSAT, CYP2J6, RARRES2, ALDH1A1	388	26	11449	5.674563838223632	0.9999999999635885	0.6641057680263525	0.658184182934722
GOTERM_MF_DIRECT	GO:0004499~N,N-dimethylaniline monooxygenase activity	3	0.7389162561576355	0.010659069189305499	FMO1, FMO2, FMO3	385	5	11355	17.696103896103896	0.9997001496344406	0.2602875927840084	0.2537546148937889
GOTERM_MF_DIRECT	GO:0050649~testosterone 6-beta-hydroxylase activity	3	0.7389162561576355	0.010659069189305499	CYP3A13, CYP3A25, CYP3A59	385	5	11355	17.696103896103896	0.9997001496344406	0.2602875927840084	0.2537546148937889
SMART	SM00382:AAA	9	2.2167487684729066	0.01095509595192452	ABCC3, VCP, ABCD2, ABCD3, ABCC2, PSMC4, PSMC1, PSMC2, ASCC3	170	109	6044	2.935563950350782	0.841118398518645	0.9147505119856975	0.9147505119856975
GOTERM_CC_DIRECT	GO:0043209~myelin sheath	12	2.955665024630542	0.012353437749462407	PDIA3, ATP6V1A, VCP, ATP5F1A, UBB, HSPA5, MDH2, CANX, TUBB4B, PPIA, ACTB, ACTG1	386	152	11609	2.3743523316062176	0.9928973657938712	0.23412705829933514	0.22589143313302687
GOTERM_MF_DIRECT	GO:0003756~protein disulfide isomerase activity	4	0.9852216748768473	0.012898610767795839	PDIA3, CRELD2, PDIA6, PDIA4	385	15	11355	7.8649350649350644	0.9999460669863842	0.287183775035925	0.27997572784215674
GOTERM_MF_DIRECT	GO:0034185~apolipoprotein binding	4	0.9852216748768473	0.012898610767795839	LIPC, MTTP, CANX, VLDLR	385	15	11355	7.8649350649350644	0.9999460669863842	0.287183775035925	0.27997572784215674
GOTERM_MF_DIRECT	GO:0140313~molecular sequestering activity	4	0.9852216748768473	0.012898610767795839	C1RA, PRDX4, CALR, SQSTM1	385	15	11355	7.8649350649350644	0.9999460669863842	0.287183775035925	0.27997572784215674
UP_KW_CELLULAR_COMPONENT	KW-0703~Sarcoplasmic reticulum	5	1.2315270935960592	0.012910978509132049	STIM1, ATP2A2, CALR, MANF, HSP90B1	358	27	10380	5.36933581626319	0.4130390779676384	0.07562144555348771	0.06639931804696483
KEGG_PATHWAY	mmu04976:Bile secretion	9	2.2167487684729066	0.013334590453360653	ABCC3, ABCG8, ABCC2, UGT1A1, SULT2A7, AQP4, ACNAT2, ACNAT1, SLC4A4	247	71	5496	2.820550835376632	0.9801568015277083	0.24335627577383193	0.23418874483714647
UP_KW_MOLECULAR_FUNCTION	KW-0339~Growth factor	7	1.7241379310344827	0.014323436907719846	GDF15, HGF, INHBB, FGF1, INHBC, MANF, FGF21	259	54	6951	3.4789789789789793	0.6304478893135778	0.32943904887755643	0.3246645699083165
GOTERM_CC_DIRECT	GO:0000836~Hrd1p ubiquitin ligase complex	3	0.7389162561576355	0.015060907272652668	SEL1L, SYVN1, HERPUD1	386	6	11609	15.03756476683938	0.9976180572852337	0.272465504296171	0.26288129057721016
GOTERM_BP_DIRECT	GO:0045732~positive regulation of protein catabolic process	8	1.9704433497536946	0.015093404602379693	UFL1, VCP, HSPA5, APC, RGN, NEDD4L, UBR3, CTSC	388	77	11449	3.0657383853260143	0.9999999999999984	0.8983186093834803	0.8903086351580369
KEGG_PATHWAY	mmu00900:Terpenoid backbone biosynthesis	5	1.2315270935960592	0.015154984301642657	IDI1, NUS1, HMGCS2, PCYOX1, ACAT1	247	22	5496	5.057048214942951	0.988427578175098	0.24584752311553643	0.23658614382008814
KEGG_PATHWAY	mmu00350:Tyrosine metabolism	5	1.2315270935960592	0.015154984301642657	ADH4, DDC, HGD, MAOB, AOX1	247	22	5496	5.057048214942951	0.988427578175098	0.24584752311553643	0.23658614382008814
INTERPRO	IPR036052:TrpB-like_PALP_sf	3	0.7389162561576355	0.01527367975731624	SRR, SDS, CBS	388	6	11584	14.927835051546394	0.9999999986927436	0.7249542999097601	0.7227723456587148
INTERPRO	IPR050221:26S_Proteasome_ATPase	3	0.7389162561576355	0.01527367975731624	PSMC4, PSMC1, PSMC2	388	6	11584	14.927835051546394	0.9999999986927436	0.7249542999097601	0.7227723456587148
GOTERM_BP_DIRECT	GO:0051791~medium-chain fatty acid metabolic process	3	0.7389162561576355	0.015619449739614683	CROT, ACADM, CRAT	388	6	11449	14.753865979381445	0.9999999999999996	0.8983186093834803	0.8903086351580369
GOTERM_BP_DIRECT	GO:0034372~very-low-density lipoprotein particle remodeling	3	0.7389162561576355	0.015619449739614683	LIPC, APOH, LCAT	388	6	11449	14.753865979381445	0.9999999999999996	0.8983186093834803	0.8903086351580369
GOTERM_MF_DIRECT	GO:0036402~proteasome-activating activity	3	0.7389162561576355	0.015632983391232435	PSMC4, PSMC1, PSMC2	385	6	11355	14.746753246753247	0.9999933947489019	0.3198423899233231	0.3118146416953929
GOTERM_MF_DIRECT	GO:0008405~arachidonate 11,12-epoxygenase activity	3	0.7389162561576355	0.015632983391232435	CYP2J6, CYP2C39, CYP2C38	385	6	11355	14.746753246753247	0.9999933947489019	0.3198423899233231	0.3118146416953929
GOTERM_MF_DIRECT	GO:0071614~linoleic acid epoxygenase activity	3	0.7389162561576355	0.015632983391232435	CYP2J6, CYP2C54, CYP2C50	385	6	11355	14.746753246753247	0.9999933947489019	0.3198423899233231	0.3118146416953929
UP_KW_BIOLOGICAL_PROCESS	KW-0445~Lipid transport	10	2.4630541871921183	0.016155014993093127	ABCC3, ABCG8, ABCC2, MTTP, SIGMAR1, LBP, VLDLR, TEX2, APOB, ATP9A	213	126	6830	2.5448990237722633	0.7871693161085571	0.1849312599202092	0.1849312599202092
GOTERM_BP_DIRECT	GO:0006629~lipid metabolic process	15	3.6945812807881775	0.016202356735808516	ERRFI1, MTMR2, SDS, RETSAT, MGST3, EPHX2, MTTP, LCAT, ETNPPL, ATP5F1A, LIPC, AADAC, SCAP, AOX1, APOB	388	218	11449	2.0303485292726755	0.9999999999999999	0.9085471539604626	0.9004459755925583
GOTERM_CC_DIRECT	GO:0031090~organelle membrane	5	1.2315270935960592	0.016504918253130118	RDH16F2, MREG, RDH9, SEC16A, SLC37A4	386	30	11609	5.012521588946459	0.9986715886025351	0.2856068462932951	0.2755603743131289
UP_KW_BIOLOGICAL_PROCESS	KW-0346~Stress response	7	1.7241379310344827	0.017234841589709626	DNAJC3, IMPACT, DDIT3, IDH2, HYOU1, MANF, HSP90B1	213	67	6830	3.3501506551748306	0.8082539771094512	0.1849312599202092	0.1849312599202092
